experiment,target_molecule,strain,plasmid,clone_detail,condition,fill_volume,shake_speed_rpm,vessel,tempt,chorismate,salicylic_acid,od_init,od_final,mu,time,resting_condition
LV222,Salicylic Acid,DBE1634,pDBE1515,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,7706,0.512,12.019,0.14,22,yes
LV222,Salicylic Acid,DBE1634,pDBE1515,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,598,0.486,2.782,0.08,22,yes
LV222,Salicylic Acid,DBE1634,pDBE1516,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,624,0.45,2.697,0.08,22,yes
LV222,Salicylic Acid,DBE1634,pDBE1516,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,542,0.457,2.913,0.08,22,yes
LV222,Salicylic Acid,DBE1634,pDBE1516,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,542,0.419,3.139,0.09,22,yes
LV222,Salicylic Acid,DBE1634,pDBE1517,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,438,0.555,2.606,0.07,22,yes
LV222,Salicylic Acid,DBE1634,pDBE1517,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,766,0.557,2.642,0.07,22,yes
LV222,Salicylic Acid,DBE1634,pDBE1517,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,218,0.571,4.274,0.09,22,yes
LV222,Salicylic Acid,DBE1634,pDB1519,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,844,0.538,2.835,0.08,22,yes
LV222,Salicylic Acid,DBE1634,pDB1519,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,836,0.44,2.601,0.08,22,yes
LV222,Salicylic Acid,DBE1634,pDB1519,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,828,0.409,2.647,0.08,22,yes
LV222,Salicylic Acid,DBE1634,pDB1520,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,3052,0.538,4.315,0.09,22,yes
LV222,Salicylic Acid,DBE1634,pDB1520,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,3198,0.555,4.308,0.09,22,yes
LV222,Salicylic Acid,DBE1634,pDB1520,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,2834,0.531,4.272,0.09,22,yes
LV222,Salicylic Acid,DBE1634,pDB1521,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,1636,0.657,3.975,0.08,22,yes
LV222,Salicylic Acid,DBE1634,pDB1521,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,958,0.593,2.777,0.07,22,yes
LV222,Salicylic Acid,DBE1634,pDB1521,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,1182,0.714,2.768,0.06,22,yes
LV222,Salicylic Acid,DBE1634,pDB1532,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,996,0.74,13.856,0.13,22,yes
LV222,Salicylic Acid,DBE1634,pDB1532,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,1212,0.743,13.533,0.13,22,yes
LV222,Salicylic Acid,DBE1634,pDB1532,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,1170,0.719,13.228,0.13,22,yes
LV222,Salicylic Acid,DBE1634,pDB1533,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,656,0.738,1.894,0.04,22,yes
LV222,Salicylic Acid,DBE1634,pDB1533,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,774,0.731,1.706,0.04,22,yes
LV222,Salicylic Acid,DBE1634,pDB1533,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,988,0.747,1.792,0.04,22,yes
LV222,Salicylic Acid,DBE1634,pDB1534,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,0,0.733,2.356,0.05,22,yes
LV222,Salicylic Acid,DBE1634,pDB1534,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,0,0.688,2.939,0.07,22,yes
LV222,Salicylic Acid,DBE1634,pDB1534,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,0,0.728,3.344,0.07,22,yes
LV222,Salicylic Acid,DBE1634,pDB1543,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,546,0.576,2.425,0.07,22,yes
LV222,Salicylic Acid,DBE1634,pDB1543,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,618,0.571,2.375,0.06,22,yes
LV222,Salicylic Acid,DBE1634,pDB1543,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,952,0.569,2.147,0.06,22,yes
LV222,Salicylic Acid,DBE1634,pDB1544,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,144,0.502,2.235,0.07,22,yes
LV222,Salicylic Acid,DBE1634,pDB1544,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,196,0.533,2.021,0.06,22,yes
LV222,Salicylic Acid,DBE1634,pDB1544,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,166,0.507,2.052,0.06,22,yes
LV222,Salicylic Acid,DBE1634,pDB1545,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,684,0.638,2.454,0.06,22,yes
LV222,Salicylic Acid,DBE1634,pDB1545,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,586,0.645,2.656,0.06,22,yes
LV222,Salicylic Acid,DBE1634,pDB1545,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,490,0.602,3.125,0.07,22,yes
LV222,Salicylic Acid,DBE1634,pDB1546,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,130,0.79,2.052,0.04,22,yes
LV222,Salicylic Acid,DBE1634,pDB1546,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,672,0.676,2.749,0.06,22,yes
LV222,Salicylic Acid,DBE1634,pDB1546,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,610,0.635,2.742,0.07,22,yes
LV222,Salicylic Acid,DBE1634,pDB1547,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,464,0.495,2.359,0.07,22,yes
LV222,Salicylic Acid,DBE1634,pDB1547,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,540,0.493,2.199,0.07,22,yes
LV222,Salicylic Acid,DBE1634,pDB1547,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,442,0.431,1.057,0.04,22,yes
LV222,Salicylic Acid,DBE1634,pDB1548,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,162,0.59,1.952,0.05,22,yes
LV222,Salicylic Acid,DBE1634,pDB1548,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,90,0.5,2.694,0.08,22,yes
LV222,Salicylic Acid,DBE1634,pDB1548,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,90,0.49,3.684,0.09,22,yes
LV222,Salicylic Acid,DBE1635,pDB1549,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,792,0.49,4.922,0.1,22,yes
LV222,Salicylic Acid,DBE1635,pDB1549,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,440,0.521,2.739,0.08,22,yes
LV222,Salicylic Acid,DBE1635,pDB1549,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,356,0.483,2.111,0.07,22,yes
LV222,Salicylic Acid,DBE1636,pDB1550,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,398,0.536,2.278,0.07,22,yes
LV222,Salicylic Acid,DBE1636,pDB1550,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,272,0.564,2.868,0.07,22,yes
LV222,Salicylic Acid,DBE1636,pDB1550,dbe007_dtyrr,glycerol_iptg_induce,0.6,1000,96WP,32.5,0,224,0.505,2.63,0.08,22,yes
